discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
e40bf3c48e7a,8ABA260B3B98,"the small city in columbia bogota also took part in reducing the emmissions in the air. bogta encouraged the public to stay inside and anyone violating this rule was fine 25 dollars, many people would take out their bicycles and ride those around opposed to driving and polluting the air. the campaign in bogota bagan in the mid 1990s and has constructed 118 miles of bike paths ever since ",Evidence,Adequate
df1f4f38c87b,8ABA260B3B98,"other countrys should follow what bogota is trying to do, because if we dont pollute the earth too much then we can live her longer. ",Claim,Adequate
da086545856e,8ABA260B3B98,"president obamas ambitious goals to curb the united states greenhouse emmissions, unveiled last week ,will geta fortuitous assist from an incipent shift in american behavior: recent studies suggest that america is buying fewer cars, driving less and getting fewer liscenses as years go by. that has left researchers pondering a fundamental question:has america passed peak driving? the united states with its broad expanses and suburban ideals, had been one of the worlds prime car cultures. it is the birth place of the model T; the home of detroit; the place where Wilson Pickett immortalized ""mustang sally"" just kidding im not gonna copy all of that. ",Evidence,Ineffective
abe0edaf12b3,8ABA260B3B98,but really america has cut down on the use of cars and we should be proud. ,Claim,Adequate
c611f57401ef,8ABA260B3B98,"in nelson nevada there are no more cars to be found, people are literally flying everywhere! ",Claim,Ineffective
2c5d6663a971,8ABA260B3B98,"it sounds crazy, but its not ,because researchers in the area were working on a new unknown chemical when all of the sudden somehow the chemical got leaked into the citys water system and well it had profound effects on everybody and now people are flying everywhere, nelson nevada plans to make a super highway in the clouds including speed limits and even police officers. this has really changed society. ",Evidence,Ineffective
06c5a9cd3932,8ABA260B3B98,"
if we all just rode bikes everywhere then there wouldnt be emissions and we could save the world! sorry i know this essay kinda sucked but writing isnt my stronghold sorry.    ",Concluding Statement,Adequate
912314d42f90,8B19F3C51A0E,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents. ",Position,Adequate
04ce97af1292,8B19F3C51A0E,"The reason is, Venus is the second planet from our sun. ",Claim,Adequate
77d451906985,8B19F3C51A0E,Venus has the hottest surface temperature of any planet in our solar system. Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system ,Evidence,Adequate
88d88e39379e,8B19F3C51A0E,Even though Venus is despite the danger it presents studying can helps in thr future. ,Claim,Adequate
b204b0c632cb,8B19F3C51A0E,"The study might not help now but when something happned on Earth, it surely will helps and will be worth it. Even if it doesn't help, studying and knowing good. Paragraph 5 says ""Not easy conditions, survivable for humans."" ",Evidence,Adequate
5ffd605be073,8B19F3C51A0E,"On the planet's surface, temperatures average over 800 degress Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet. The conditions of Venus are far more extreme than anything humans encounter on Earth. However, peering at Venus from a ship or orbitting or hovering safely far above the planet can provide only limited insight on ground conditions because most forms of light cannot penetrate the dense atomsphere. 
",Evidence,Ineffective
e664b122dd6d,8B19F3C51A0E,"In Paragraph 8, it states, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also human curiousity will likely lead us into many equally intimidating endeavors. Our travels on Earth and beyond should not be limited by dangers and doubts but should expanded to meet the very deges of imagination and innovation.""         ",Evidence,Ineffective
14dce112c3d3,8B2B8A57D84B,We should go to Venus even with its dangers ,Position,Adequate
6ec2307e48e1,8B2B8A57D84B,We humans could find out so many things if we do. There might be animal life or even oceans with life in it. We could learn what the ground texture is like. Even learn abiut the gases that are on the planet. ,Evidence,Adequate
f78c7d11b027,8B2B8A57D84B,If we find life on Venus it would prove that their are other life out there ,Claim,Ineffective
34ed06e3f2da,8B2B8A57D84B,"There could be life under the ground but we wouldn't know that cause we cant even get to the surface of the plant. If there is life on the plant we could learn how they world by watching. Maybe even with pictures. With oceans we could find if there are organisms in it. It would prove that there is a different kind of life on the planet. 
",Evidence,Ineffective
812ef93396e6,8B2B8A57D84B,With learning about the ground we could see what minarals it holds. ,Claim,Adequate
9ce62c2693e2,8B2B8A57D84B,If its the same kind we have on earth or if there are ones we dont even know of. If we could grow plants in the soil or if there are plants growing in it. If we go under the ground there could be worm like creatures or even caves. Who knows how big the caves could be or what could be in it. ,Evidence,Ineffective
bbdaac1f8ae3,8B2B8A57D84B,Now with getting to Venus. We would need a ship or rover that could with stand the pressure of the plant ,Claim,Ineffective
2ee630e131be,8B2B8A57D84B,One that could maybe could go under ground and have something stick out from the ground every once in awhile. Maybe even one that could stay in the water of the plant. If we can build a ship that can with stand all of Venuses wearher. Than we could study it freely. ,Evidence,Ineffective
a06866cb0b04,8B2B8A57D84B,This is why i think we should go to Venus. Or make a ship to Venus. With Venus we could learn many things. Find minarals we dont have on earth. Maybe even find more simalaerities between are planets. ,Concluding Statement,Adequate
b3f7c8578030,8B4A0DD4A3AE,I think that luke did the right thing by saying yes to one in a lifetime opportunity. ,Claim,Adequate
34e0a24c7041,8B4A0DD4A3AE,People could have participated in the Seagoing Coyboy program but then again they didn't have to like luke he couldnt say know because it was on in a lifetime opportunity. ,Evidence,Adequate
20959e933275,8B4A0DD4A3AE,In Lukes point of view to convise others to come would be it would be a lot of fun ,Position,Adequate
2e01d3cb42d8,8B4A0DD4A3AE,you would have a lot of fun you get to be with many people you can talk to people and you can even make new friends. The things that you can probably do there is make new friends talk to people have fun and be thankful you got . You can even bring your familey members with you or you can go a lone it is up to you but come and enjoy your self be happy make new friends and just be your self. You can always try something new rather you like it or you dont like it is is really up to you .You can come and everything but you have to obay the rules and do what you are told and listen. You can also be gratful that you got invitd to come and that luke wanted you to come you should br graeful rather you are or not that you got to go. ,Evidence,Adequate
507ccc4b7150,8B4A0DD4A3AE,This is what i think Lukes point of view for convincing people to come. ,Concluding Statement,Ineffective
148fe218d6a7,8B696D4A84A0,"The majority of Americans have the luxury of owning a car. A car of course, seems like a useful innovation. It gets you places quickly and efficently, and is easier than walking. Yet so many people drive cars that the roads get congested and clogged easily as the cars just idle in the road waiting for the traffic jam to loosen up. Car usage causes the enviroment to decline and an increase in air poulltion, ",Lead,Effective
c8b39930d9de,8B696D4A84A0,it would be a great idea to lower car usage since it is so detrimental to the health of the enviroment and the health of the populace. ,Position,Effective
150912597748,8B696D4A84A0,An advantage to reducing car usage is a more benifical enviroment and a better overall health standard. ,Claim,Effective
4a83e5d52d55,8B696D4A84A0,"""Passenger cars are responsible for 12 percent of greenhouse gas emissions in Europe... and up to 50 percent in some ... areas in the United States."" (Source 1). Personal cars directly contribute to greenhouse gas enissions and by cutting down personal car usage and encouraging the use of car pooling and public transportation we can decrease greenhouse gas emmmisions. Also walking and biking to your destination instead of driving helps encourage healthy living and habits as well as exercise. ",Evidence,Adequate
188bd2dca358,8B696D4A84A0,"Cars also cause poulltion and smog to hang over cities causing the air to be full of harmful chemicals, endagering peoples health and also causing a rise in asthma for the populace that lives inside the city. In places like Beijing,China smog and poulltion from cars cause the air to be so foggy and dirty that you cannot even see the sky. ""Paris enforced a partial driving ban to clear the air of the global city.""(Source 2). When Paris was accosted by the same problem they solved it by a temporary ban on driving to clear the air. Without so many people driving cars we wouldn't have these many issues with smog and it's effect on the enviroment. ",Evidence,Effective
6d05034fdf90,8B696D4A84A0,With less car usage smog and pollution would drop. ,Claim,Adequate
faf39d9cf27f,8B696D4A84A0,Driving not only creates an issue with air pollution but also with water pollution and the contamination of the earth. ,Claim,Effective
872e8bde3bf3,8B696D4A84A0,"Cars run on gasoline, a fossil fuel. Which is brought up from underground by drilling into the earth. Fracking often has a negative effect on the earth, often causing oil spills into the ocean or earth. The effect of the oil spill is  pollution and mass death of wildlife in that area. By using alternative methods of transportation such as trains,buses,taxis,subways, walking and biking we reduce the amount of gas used and also the amount of car emmissons released into the air. Cars guzzle gasoline and this causes a huge need for fossil fuel, by using cars less we lessen the need for gasoline. ",Evidence,Adequate
d9d7c7c0ee16,8B696D4A84A0,"Many people agree with the statment  that without cars their lives are easier and less stressful due to the fact that they no longer have to worry about traffic jams and car crashes as well as any other dangerous event that can happen while driving. This excerpt from the third source, shows a man's reply to the event Day Without Cars that takes place in Bogota,Colombia once a year. ""'It's a good opportunity to take away stress and lower air pollution,' said businessman Carlos Arturo Plaza.""(Source 3). This excerpt only furthers my point that less car usage causes people to be more calm and less worried or stressed. ""'When I had a car I was always tense. I'm much happier this way,' said Heidrun Walter"" (Source 1). This quote from source 1 which discusses a suburb in Germany that is car-free. This blurb shows another example of someone who became happier without a car. ",Evidence,Effective
732f39a42bf7,8B696D4A84A0,Another advantage to reducing car usage is less stress. ,Claim,Adequate
84b1272e7aaf,8B696D4A84A0,"Also to some people a car is just a backup for when public transportation falls through. ""They organize their summer jobs and social life around where they can walk or take public transporation or car-pool with friends."" (Source 4) By reducing uneeded car usage we cause a more effiecent society less dependent on cars and more dependent on better types of alternative transportation. ""'A car is just a means of getting from A to B when BART [type of public transport] doesn't work.'"" (Source 4). ",Evidence,Adequate
44827ca7d413,8B696D4A84A0,"By improving public transport we reduce car usage which improves the enviroment and quality of life. 
",Claim,Effective
473a87f45518,8B696D4A84A0,"Less car usage will help the enviroment as well as lower stress. ""Transportation is the second largest source of America's emmisons."" (Source 4). By eliminating uneeded car usage and introducing more public transportation and alternate means of transport we will be eliminating one of the greatest causes of greenhouse gas emissions in America. The advantages of eliminating car usage is less pollution, healthier living and a less stressful life. ",Concluding Statement,Effective
7e1eaec69d1f,8B882092B4A7,"The technology fro read the emotionals expressions, its something aswesome. ",Position,Adequate
6493b19426ef,8B882092B4A7,"For example, in the articule is used the picture of the Mona Lisa, because this is a great example, she has detected many different emotions in her smile, something like, stay happiness, surprise, anger, disgust, fear, and sadness. She have many emotions in her face, can be change her smile. ""The process begins when the computer consturucts a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles"". "" The facial expressions for each emotion are universal"". ""In fact the humans perform this same impressive calculation every day. ""For instance, you can probably tell how a friend is feeling simply by the look on her face."" ",Evidence,Adequate
4efc7e3a517e,8B882092B4A7,In this articule explain us how the computers now can check one smile and know if is a fake smile or a real smile ,Claim,Adequate
3cff01e50745,8B882092B4A7,"In conclusion, the computer now encode different emotions if write down some simple instructions. This help us for can know if the Mona Lisa is smiling or had another emotion in her face. Not only with the Mona Lisa, can use that with anotner person. ",Concluding Statement,Ineffective
a97e6f3b0c9f,8BA8BA5260AD,"The Facial Coding Systemis a system that can tell your emotions by caculating the way you look and by one little look it could tell it all how your feeling it tells whether your mad, sad, depressed, happy, even mixed emotions. 
",Lead,Adequate
96d22e8479ed,8BA8BA5260AD,"
I think the use of the Facial Action Coding System is a well needed thing for schools ",Position,Adequate
4a6837730a2e,8BA8BA5260AD,it could tell your teacher whats going on whether you need help or not ,Claim,Adequate
0dc83198373d,8BA8BA5260AD,if your going through something and need to talk to someone. ,Claim,Adequate
0c46e8aa7ce8,8BA8BA5260AD,The Facial Action Coding System would be a great thing to have in school because some kids are shy an dont like to talk and raise there hands in class infront of everyone and if you dont ask questions when you dont understand something that could cause you to fail the class all because of your shyness. ,Evidence,Adequate
0708647c2983,8BA8BA5260AD,"Yes , the Facial Action Coding System is needed for schools and worth spending some money on for schools all over the world ",Claim,Adequate
6e662a0676e9,8BA8BA5260AD,them again we wouldnt need to invest in this if students spoke up about what they needed and whats going on ,Counterclaim,Adequate
c42957348261,8BA8BA5260AD,"but some students jus have a sad or mad face everyday for no reason so the Facial Action Coding Syestem may read their facial expressionand say that student is mad , when the student is just doing there normal face ",Rebuttal,Adequate
cf4cab2fe64e,8BA8BA5260AD,The school board or government shoudnt have to invest in the Facial Action Coding System if teachers take the time and talk to their students ,Counterclaim,Adequate
4a1de916310b,8BA8BA5260AD,some teachers are the reason the students become mad beause they make the students mad when they have to do too much homework or even class work ,Evidence,Adequate
78231bc75109,8BA8BA5260AD,it also is a better way for humans to connect with the computers as it says that in paragraph 1 ,Claim,Ineffective
0e44107c1471,8BA8BA5260AD,"
To sum it all up this technology could come in handy in certain situations , the teachers might like it but the students might not , your boss may like it but you probably wouldnt . Its a win win situation for students it would tell others how your feeling and if you sad someone might talk to you to let you know your not alone , and for teachers its benificial because it could help you understand your students more. ",Concluding Statement,Adequate
26cf8d3221ac,8BBA4BC818BA,Drivers shouldn't be able to use cell phones during driving ,Position,Adequate
b2c396929eea,8BBA4BC818BA,Using your phone during driving can hurt many people ,Claim,Adequate
7a59bd773d44,8BBA4BC818BA,cause people to get addicted and not pay attention to the road. ,Claim,Adequate
cafe12e50685,8BBA4BC818BA,"If drivers could use their phones while driving, they can harm people and cause accidents. If they're on their phone they would most likely not pay attention to the road. ",Claim,Adequate
a5788fc5d1be,8BBA4BC818BA,"They can hurt kids and cause road problems. They could even mess up their jobs focusing on their phone and not the objective. Devices can become over powering. 
",Evidence,Ineffective
541fb4d7449d,8BBA4BC818BA,"If drivers could use their phones, it could become addicting and cause problems ",Claim,Adequate
1b0e924ff37a,8BBA4BC818BA,They can get addicted to their phone and not pay attention. Devices get addicting and can do too much and can decrease focus. They can be going through a problem and not focus on their man goal. ,Evidence,Ineffective
42aac035fb8e,8BBA4BC818BA,"Drivers shouldn't be able to use cell phones during driving. They can cause accidents and harm people, and it can become addicting.   ",Concluding Statement,Adequate
79c429631785,8BBDEC4FD82E,"It said the cowboys played baseball,volleyball,table tennis tornaments,fencing,boxing,reading,whittling,and games that help pass time so ",Evidence,Ineffective
4ecb18470f7f,8BBDEC4FD82E,i think he was like showing people and telling people about its so fun ,Claim,Ineffective
4c4e6a55bea5,8BEA456945B0,I ''agree'' with the principal ,Position,Adequate
5ad97564f30d,8BEA456945B0,",sometimes some of the struggle or dose of in the middle of class an lose train of thought. ",Evidence,Adequate
4798f048a3bf,8BEA456945B0,What if some of the kids dont wanna do it or think that there not smart to try. ,Claim,Ineffective
5b466485d16f,8BEA456945B0,Dont try to per pure them in to doing it thats not fair to them and the teachers that have to stay for it. Sometimes its more easier to just take a vote to see who wants to do it and who docent. Some kids might get tiered of the same thing over and over again so try to make it like every moth or every six weeks. ,Evidence,Adequate
e202da16744b,8BEA456945B0,You dont wanna go to fast that you make every thing about the program make somethings about how it can help the students out. ,Claim,Adequate
256c1e44fd83,8BEA456945B0,"Help them out by saying you can get more home work done,provide snacks,there species,how to talk better,or write better theres all types of way you can help them. Your the principal and their the students you have to do your job as the adult and they will do there job as the student. ",Evidence,Adequate
bf259e73e9cd,8BEA456945B0,You should let them pick their extracurricular activity ,Claim,Adequate
fa97ec5865e2,8BEA456945B0,"because just maybe they dont like it or they dont like the way someone teaches or some people in the class. Some of the kids might not have the ability to play a sport or take a pic'sand edit 
",Evidence,Adequate
5835787a6b77,8BEA456945B0,"Sometimes students just wont to let off stress,self stem,anger the bulled up in side so the can work on that. ",Claim,Adequate
9be920f8188a,8BEA456945B0,Some student just wont people to be nice to other people in the school. ,Claim,Adequate
8f3f75012e8a,8BEA456945B0,"Witch means no bulling,no calling people bad names,dont make students feel like there not wanted. ",Evidence,Adequate
13342d68e3cd,8BEA456945B0,See most of the students are not the same you know. So thats why you have to give them multiply choices to see what they like in the world. Thats why i agree with the pricable.  ,Concluding Statement,Adequate
367ad184aa49,8BFA8777316F,"Many school officials have been questioning whether or not students should participate in extracurricular activities. Extracurricular activities like sports, working on the yearbook, or serving in the student council can contribute a lot to a student's view on school. In addition to this, students will pay more attention to their grades and behavior. ",Lead,Effective
741bf75f37b7,8BFA8777316F,Students should participate in at least one extracurricular activity ,Position,Adequate
0d9ee3357836,8BFA8777316F,it is a great way for them to learn new things ,Claim,Adequate
5c6cd244e0ce,8BFA8777316F,get a break from learning all day ,Claim,Adequate
8254cb386b1b,8BFA8777316F,get to socialize and make more friends. ,Claim,Adequate
56dfab3502f6,8BFA8777316F,"In school, many students dislike to learn new things. By having one extracurricular activity, students will have a great way of learning new things ",Claim,Effective
e9248662f555,8BFA8777316F,"Sports are something we usually do during gym class, but in gym class at our school we move fast through any unit that we do. Having at least one extracurricular activity will give students a chance to enjoy participating in sports that they like. Also students will get to learn more about this sport and even later on join a team. There are a lot of creative students at my school. Students who want to learn about photography, drawing, and constructing things will have a great opportunity to by joining a extracurricular activity that involves this. I would like to add on that when I joined a drawing club, I learned many new things like blending colors. Additionally, training on your mindset is very important. By having a extracurricular activity like chess or board games, students will get to learn how to play board games that they have been wanting to try. Learning new things from extracurricular activities could be very helpful to students because later on they might have a chance to use this information. ",Evidence,Effective
3f2c334440bc,8BFA8777316F,"Learning all day can be very hard on some students. By joining a extracurricular activity, students will be able to have a break from learning all day ",Claim,Effective
965493cddf69,8BFA8777316F,"Many students by the end of the day are very tired after learning for so long. By participating in an extracurricular activity students will clear their mindset. In addition to this, having a break from learning can make students feel more relieved and they will pay more attention during class. If students decide to join extracurricular activities like drawing, they will be able to calm down. It has been a proven fact that drawing will make you calm down, so by doing a extracurricular activity, students will be at ease and contribute more during class. Learning all day is very stressful and takes a lot of energy, so therefore students should participate in calm and relaxing extracurricular activities that will give them a break from school and at the same time help them pay more attention toward school. ",Evidence,Effective
d9708cb49c38,8BFA8777316F,Socializing is something that some shy students struggle with. Extracurricular activities give students a chance to make more friends and socialize ,Claim,Effective
a6ee9765976a,8BFA8777316F,"As a shy person, when I first came to my school I was struggling to find some good friends that I could trust. Later on I decided to join a chess club and a drawing club and I made great friends. Joining a extracurricular activity can give shy students a way to to train on socializing, meaning that they could practice how to socialize and even overcome their fear of socializing by talking to people in their extracurricular activity. At school, some students who are not shy can be very loud and disruptive during class. If these students join a extracurricular activity, they will not want to socialize as much during class because they will have a extracurricular activity that they could join and talk and share their opinions there. Extracurricular activities are very helpful towards students who want to make some friends and socialize, so therefore making students participate in at least one is necessary. ",Evidence,Effective
24d7ce0b25d6,8BFA8777316F,"Students should participate in at least one extracurricular activity because it is very helpful for them. Students get to learn many new things and this might even help them chose their future career. Learning new things can be very tiring to some students and they might not even be able to handle so much information, so by joining a extracurricular activity students will get to have a break from school. To add on, students will will have the chance to socialize and make more friends. Learning can be very difficult for some students, but by participating in at least one extracurricular activity, students will be able to enjoy learning new things, get a break from learning all day, and will get to socialize and make more friends. Therefore students should participate in at least one extracurricular activity because this activity will help them with their school life and their grades. ",Concluding Statement,Effective
d0ab266a6077,8C0D1A4261C0,"Work assigned over the summer is very much dreaded by students, but does that mean students should be the ones designing these assignments? A majority of schools assign summer assignments to ensure that students still receive an education during their time off from school ",Lead,Adequate
ccb476690e5b,8C0D1A4261C0,"While there is much debate on whether the student should have the right to design these projects, the best option is for these projects to be teacher-designed. ",Position,Adequate
3fa0137d114e,8C0D1A4261C0,Summer projects should be teacher-designed because it ensures that students will work efficiently ,Claim,Effective
da5abd786057,8C0D1A4261C0,"that the assignments will be safe and appropriate. 
",Claim,Effective
c14858aaad0f,8C0D1A4261C0,"Having set rules and requirements created by teachers, ensures that students will complete the tasks to a high level. During the summer, students would rather not have educational work to focus on, but projects created by the teacher enforces these students to do so. If these projects were student-designed, it could potentially allow them to finesse the system, and create a project that does not require much thinking and work. Student-designed projects also leaves room for error. Projects constructed by students leaves the door open for many mistakes, which will ultimately hurt the student in the end. This prevents students from working efficiently and fully understanding the topic they are working on. The goal of teacher-designed projects is to not control the students, but to make sure that the students are obtaining knowledge, understand the assignment, and are producing high quality work. Students may be confused or have numerous of questions with student-designed projects since there are no specific guidelines and rules, so having teacher-designed projects are ideal because they explicitly state what they are looking for. ",Evidence,Effective
21b1f5a449e2,8C0D1A4261C0,"If students had the ability to come up with their own projects, it gives them an opportunity to select a topic that could be unsafe or not school appropriate. This is especially important for science projects or English assignments. Giving students the power to choose their projects could be risky when it comes to these two subjects. For science projects, students could end up harming themselves with unsafe chemicals or substances because a lack of a rubric and criteria created by the teacher. For English assignments, students might choose controversial topics that are not appropriate for the school environment, but would not know due to a lack of strict guidelines. The possibility of projects being unsafe and inappropriate are not likely if they are designed by teachers. ",Evidence,Effective
5c47fb505c55,8C0D1A4261C0,"Some may argue that assignments should be student-designed because it allows the student to express themselves creatively through their work. By displaying their creativity and thought process, it makes the idea of having work over the summer more enjoyable. ",Counterclaim,Effective
789f784ae049,8C0D1A4261C0,"However, having projects that are created by the student leaves room for interpretation, which could confuse students, and may take them in the wrong direction. ",Rebuttal,Effective
9fe6498be29e,8C0D1A4261C0,"In addition, some students may not be that creative, and cannot come up with a project on their own. ",Claim,Effective
2516f955721e,8C0D1A4261C0,"Teacher-designed assignments still allow students to show what they know, but with stricter guidelines to ensure that quality work is being produced from the students. If students are allowed to design their own projects, it might result in an end product that does not meet the standard of work it should, especially since students would rather not complete work in the summer. Because of these issues and flaws, having student-design projects is not a wise choice. ",Evidence,Effective
8cbd49fc4edb,8C0D1A4261C0,"Having teacher-designed projects is the best option for both teachers and students because it guarantees that students are working hard to meet the requirements of the assignment, comprehending the topic of the project, and working on projects that are both safe and school appropriate. In order for schools to ensure that students continue learning during their break, the most effective project for students to work on, is one designed by teachers.        ",Concluding Statement,Adequate
7c378ab8ca27,8C155B1DA8DD,I don't believe a technology can identify human emotions ,Position,Ineffective
b02b1928fbfe,8C155B1DA8DD,Because I think we all fakes our smiles sometimes ,Claim,Adequate
98ea3bacfd9f,8C155B1DA8DD,"let's say that I don't feel good or I am angry, but I don't anyone or anybody to know how I feel because I am pretty sure not everyone of us is always ready to let people know how they are feeling, we fake our smile and still smile but we don't really mean it, we smile out side but we feel like crying inside, and most of the time if you come out and say how you are feeling no one will notice it except if you tpld them yourself ",Evidence,Adequate
f05e5a22b6d6,8C155B1DA8DD,"a computer cannot tell whether a person is happy, sad, fear,angry. ",Position,Ineffective
9811ff36332c,8C155B1DA8DD,"in the second paragraph it says that we or computer can ""calculate"" our emotions ",Counterclaim,Adequate
5e1899bbe778,8C155B1DA8DD,I still don't believe that can ever happen because we express how we feel we can't count our emotions. ,Rebuttal,Ineffective
d9842da400d0,8C155B1DA8DD,"""Hold on! can we actually ""calculate"" emotions-like math homework? And how can a computer reconize the subtle facial movement we humans use to express how we feel?"" 
",Evidence,Adequate
91054cf37ba1,8C155B1DA8DD,"It's not true at all, there is no way a computer can tell me when I am happy and when I am not happy, maybe I am faking, maybe I don't even even want to show my feelings. ",Concluding Statement,Adequate
8091e4725474,8C438E75385D,In the article the author supports this idea ,Position,Adequate
950fc77e24b6,8C438E75385D,explaning first how Venus is often referred to Earth's twin. Venus is the closest planet to Earth in terms to density and size ,Claim,Adequate
1c4f348a3d3f,8C438E75385D,"In the difference in seep mean that sometimes we are closer to, Mars and other times to Venus. The author says that on Venus surface, temperatures average over 800 deggrees Fahrenheit, and the atmospheric pressure is 90 times greater than what we experience on Earth. ",Evidence,Ineffective
7f8acfe3663f,8C438E75385D,In the article the author says that Venus has the hottest temperatures of any planet in our solar system ,Claim,Ineffective
4fead2f17b39,8C438E75385D,"In Venus weather present additional impbnediments like for eripting volcanoes, powerful earthquakes, and frequent lightning strikes. ",Evidence,Ineffective
c37a5e1d664b,8C438E75385D,The author is putting examples of how imaging a blimp-like vehicle hovering 30 or so miles above the roiling venusian landscape. ,Claim,Ineffective
4a6cf28bf19b,8C438E75385D,Just for the jets airplane travel at a higher altitude to fly ovwer many storms or anything thats going on and see how things happen why they happen and is there a pattern an which way they happen. ,Evidence,Ineffective
60653fdd7959,8C438E75385D,But if it works than the researchers can not take samples of rocks and gas or anything else. ,Claim,Ineffective
49e3b3d5806d,8C438E75385D,Therefore the sicentists seeking to conduct a thorough mission to understand Venus would need to get more closer up. NASA is working on other approaches to study Venus. Anotherproject is looking back to an old technology called mechanical computers. the Author gives examples on how NASA is trying to study Venus.  ,Evidence,Ineffective
5293e20a195e,8C4ED47912C3,Heres something you might be interested in doing activities outside that you may have never wanted to do before. ,Lead,Adequate
6fdeef09bc24,8C4ED47912C3,yes you should do extracurriculars ,Position,Adequate
44c0d40f6900,8C4ED47912C3,"you could get out of the house more, ",Claim,Adequate
9ac65cec227a,8C4ED47912C3,"do something that your really passoinate about and could maybe do that for a living when your older, ",Claim,Adequate
c031b213ed78,8C4ED47912C3,"you could try new things and expiernce things you havent expierenced before. 
",Claim,Adequate
a6212338c5f3,8C4ED47912C3,"You dont always have to be excersizing to be outside or doing something other than being in your house all day. When you get out of the house you think about things like walking the dof through the neighborhood, or dropping your kids off with thier friends somewhere but you never really think about other things you could be doing when your not busy. You could hands down take a long walk around the neighborhood matter fact you could even jog/run,You could pick up some trash around the neighborhood and watch the ecosystem and get out more. 
",Evidence,Ineffective
0e82d45a278e,8C4ED47912C3,So what im saying is if you find the right thing for you your out of the ball park. You have a chance to get away from the world and do what you love doing when your not doing school work or other things like that. You have a chance t be yourself without people judging everything little thing that goes on in your life. Plus if your really goos at it you could do your passion for a living whe your older like you could get a job that has something to do with something your really interested in and getting paid a little better than you would doing something thats not fun at all. ,Evidence,Adequate
3a3525eec344,8C4ED47912C3,You could try things that you usually wouldnt try when you are staying at home playignvideo games and watching netflix in your room. ,Claim,Adequate
4d54ceec7bc2,8C4ED47912C3,And maybe if you try the right thing you will really get into it and keep getting better at whatever your interested in. Sometimes your sitting at home bored because you dont spend enough time doing other things like for exam[ple you could go out side and do a couple laps around your house to get a little bit more energy out. All I can tell you is when you find something your interested in you will know it because your gonna want to do it 24/7. ,Evidence,Adequate
76091be55335,8C4ED47912C3,I hope that you really take into consideration doing some extracurriculars. You would really like doing something your interested in instead of just sitting around at home ding absolutely nothing. Some people just take awhile to find what their interested in but when they find it they stick with it until the day they can't anymore. ,Concluding Statement,Adequate
5de4e2d18a81,8C55F83A618F,If people limited the use of cars the earth would be able to have enough time to clean its atmosphere ,Position,Adequate
342d6b9258e6,8C55F83A618F,"the only downside to this is that in cities buildings are farther away then they are like in passage 1 where as everything is in walking distance, but in cities that are meant for walking to different locations would cause a major problem with older adults ",Counterclaim,Adequate
a3890c536c26,8C55F83A618F,I do see this happening in small towns but cities would be more difficult to travel to unless they rebuilt everything within walking distance ,Rebuttal,Adequate
a2d31e29ed39,8C55F83A618F,Now if America's citizens are driving less each year then let it happen and in a few years come back to the data that is presented in passage 4 ,Evidence,Ineffective
9cd8bce27ea6,8C55F83A618F,So basically let it all happen on its own and not have to force it like Paris has done with giving out fines for whoever is driving a car with odd numbered license plates on mondays and even on tuesdays. ,Claim,Ineffective
25a7a05eefb0,8C9A286F5351,"I have read the article of ''Unmasking the Face on Mars.'' When I imagine that if I were a scientist at NASA discussing the Face with someone who thinks it was created by aliens. 
",Lead,Ineffective
1b22bcb11e6e,8C9A286F5351,"First of all,in September,1997,one of the chief scientist man said ''When they arrived at the Red Planet,''We felt this was important to taxpayer. A few days later NASA was unveiled the image for all to see.''Jim Garvin also say that ''We photographed the face as soon as we could get a good shot at it.'' Which mean they were trying to shot a picture of the

Face that they saw in Mars. 
",Evidence,Ineffective
940e34e9a95c,8C9A286F5351,"Second,on April 5,1998,when Cydonia was for the first times,the two men had snapped a picture ten times sharper than the original Viking photo. ",Claim,Adequate
73f3ae9b5429,8C9A286F5351,It revealed a natural landform. There was no alien monument after all. When the Face was located it was in April a cloudy time of year on the Red Planet. One man said ''Alien markings were hidden by haze.'' ,Evidence,Adequate
ca954f093632,8C9A286F5351,"After that,the mission trying to look again. ",Claim,Adequate
18c6cc3d2a3a,8C9A286F5351,"In April 8,2001 a cloudless summer a day in Cydonia,Mars Global Surveyor drew close enough for a second look. Garvin said ''We had to roll the spacecraft 25 degrees to center the Face in the field of view.''Malin's team also captured an extraordinary photo using the camera's absolute maximum resolution.''The image of 2001 spans like 1.56 meters,compared to 43 meters in the best of 1976 Viking's photo.

Finally,Garvin said that ''If there were objects in this pictures like airplanes on the ground or Egyptian style pyramids or even small shacks,you could see what they were.''he said. ",Evidence,Adequate
76f4a1313b9d,8C9A286F5351,"Lastly,the Martian equivalent of a butte or mesa landforms common around the American Wests ",Claim,Adequate
db4277c91bd9,8C9A286F5351,'That's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars.' ,Evidence,Adequate
f74498021cf2,8C9A286F5351,'After all that happened nobody was not really sure which one was the right one. ,Position,Ineffective
